player,color,opponent,result,event,site,date,year,eco,opening,plycount
Anatoly Karpov,black,"Kasparov, Gary",1/2-1/2,World Championship 33th-KK3,London/Leningrad,1986.??.??,1986,E16,"Queen’s Indian, Capablanca Variation",81
Anatoly Karpov,black,"Ljubojevic, Ljubomir",1/2-1/2,Tilburg,Tilburg,1986.??.??,1986,C95,"Ruy Lopez, Closed, Breyer",49
Anatoly Karpov,black,"Portisch, Lajos",0-1,Tilburg,Tilburg,1986.??.??,1986,E18,"Queen’s Indian, Old Main Line",122
Anatoly Karpov,white,"Kortschnoj, Viktor",1/2-1/2,Tilburg,Tilburg,1986.??.??,1986,E16,"Queen’s Indian, Capablanca Variation",83
Anatoly Karpov,black,"Beliavsky, Alexander G",1/2-1/2,Tilburg,Tilburg,1986.??.??,1986,D58,"QGD, Tartakower, Revision",46
Anatoly Karpov,white,"Timman, Jan H",1/2-1/2,Tilburg,Tilburg,1986.??.??,1986,D98,"Grunfeld Defense, Russian, 8.Rb1",66
Anatoly Karpov,black,"Miles, Anthony J",1/2-1/2,Tilburg,Tilburg,1986.??.??,1986,E31,"Nimzo-Indian, Leningrad, 5.Bg5",147
Anatoly Karpov,white,"Huebner, Robert",1/2-1/2,Tilburg,Tilburg,1986.??.??,1986,D18,"Slav Defense, Dutch, 6.Ne5",122
Anatoly Karpov,white,"Ljubojevic, Ljubomir",1/2-1/2,Tilburg,Tilburg,1986.??.??,1986,B83,"Sicilian Defense, Scheveningen, Nd7",68
Anatoly Karpov,white,"Portisch, Lajos",1/2-1/2,Tilburg,Tilburg,1986.??.??,1986,E20,Nimzo-Indian Defense,82
Anatoly Karpov,black,"Kortschnoj, Viktor",0-1,Tilburg,Tilburg,1986.??.??,1986,A11,"English Opening, Caro-Kann Defense",80
Anatoly Karpov,white,"Beliavsky, Alexander G",0-1,Tilburg,Tilburg,1986.??.??,1986,D36,"QGD, Exchange, Positional Line",72
Anatoly Karpov,black,"Timman, Jan H",1/2-1/2,Tilburg,Tilburg,1986.??.??,1986,C92,"Ruy Lopez, Closed, 8.d4",157
Anatoly Karpov,white,"Miles, Anthony J",1/2-1/2,Tilburg,Tilburg,1986.??.??,1986,A57,Benko Gambit,51
Anatoly Karpov,black,"Hoelzl, Franz",0-1,Vienna op,Vienna,1986.??.??,1986,A17,English Opening,107
Anatoly Karpov,black,"Gheorghiu, Florin",1/2-1/2,Vienna op,Vienna,1986.??.??,1986,E17,"Queen’s Indian, Traditional Line",26
Anatoly Karpov,white,"Ftacnik, Lubomir",1/2-1/2,Vienna op,Vienna,1986.??.??,1986,B26,"Sicilian Defense, Closed, 6.f4",43
Anatoly Karpov,white,"Kindermann, Stefan",1-0,Vienna op,Vienna,1986.??.??,1986,B81,"Sicilian Defense, Scheveningen, Keres Attack",81
Anatoly Karpov,white,"Kortschnoj, Viktor",1/2-1/2,Vienna op,Vienna,1986.??.??,1986,D31,"Queen’s Gambit Declined, Semi-Slav Attempt",118
Anatoly Karpov,white,"Mednis, Edmar John",1-0,Vienna op,Vienna,1986.??.??,1986,C19,"French Defense, Winawer, Advance Variation",137
Anatoly Karpov,black,"Quinteros, Miguel A",1/2-1/2,Vienna op,Vienna,1986.??.??,1986,E02,"Catalan, Closed, 5.Nf3",19
Anatoly Karpov,black,"Timman, Jan H",1/2-1/2,Euwe mem,Amsterdam,1987.??.??,1987,D39,"QGD, Ragozin, 6...b5 Gambit",111
Anatoly Karpov,black,"Van der Wiel, John TH",1/2-1/2,Euwe mem,Amsterdam,1987.??.??,1987,B17,"Caro-Kann Defense, Steinitz Variation",60
Anatoly Karpov,white,"Van der Wiel, John TH",1-0,Euwe mem,Amsterdam,1987.??.??,1987,E15,"Queen’s Indian, Nimzowitsch Variation",77
Anatoly Karpov,white,"Kortschnoj, Viktor",1-0,Euwe mem,Amsterdam,1987.??.??,1987,E16,"Queen’s Indian, Capablanca Variation",73
Anatoly Karpov,white,"Timman, Jan H",1/2-1/2,Euwe mem,Amsterdam,1987.??.??,1987,D79,"Grunfeld Defense, Exchange, 8.Be3",114
Anatoly Karpov,black,"Kortschnoj, Viktor",1/2-1/2,Euwe mem,Amsterdam,1987.??.??,1987,A28,"English Opening, Four Knights",115
Anatoly Karpov,white,"Izeta Txabarri, Felix",1-0,Bilbao,Bilbao,1987.??.??,1987,A34,"English Opening, Symmetrical",107
Anatoly Karpov,black,"Andersson, Ulf",1/2-1/2,Bilbao,Bilbao,1987.??.??,1987,E18,"Queen’s Indian, Old Main Line",49
Anatoly Karpov,white,"Fernandez Garcia, Jose L",1-0,Bilbao,Bilbao,1987.??.??,1987,C78,"Ruy Lopez, Archangelsk",74
Anatoly Karpov,white,"Illescas Cordoba, Miguel",1-0,Bilbao,Bilbao,1987.??.??,1987,D32,"Queen’s Gambit Declined, Tarrasch Defense",95
Anatoly Karpov,white,"Chiburdanidze, Maia",1/2-1/2,Bilbao,Bilbao,1987.??.??,1987,B30,Sicilian Defense,35
Anatoly Karpov,white,"Polgar, Zsuzsa",1-0,Bilbao,Bilbao,1987.??.??,1987,A25,"English Opening, Sicilian Reversed",81
Anatoly Karpov,black,"Ljubojevic, Ljubomir",1/2-1/2,Bilbao,Bilbao,1987.??.??,1987,B10,Caro-Kann Defense,31
Anatoly Karpov,black,"Ochoa de Echaguen, F Javier",0-1,Bilbao,Bilbao,1987.??.??,1987,C67,"Ruy Lopez, Berlin Defense, Mortimer Trap",100
Anatoly Karpov,black,"Ljubojevic, Ljubomir",0-1,Brussels blitz,Brussels,1987.??.??,1987,E14,"Queen’s Indian, Main Line",88
Anatoly Karpov,black,"Kasparov, Gary",1-0,Brussels blitz,Brussels,1987.??.??,1987,E12,"Queen’s Indian, Petrosian Variation",118
Anatoly Karpov,white,"Van der Wiel, John TH",1-0,Brussels blitz,Brussels,1987.??.??,1987,E16,"Queen’s Indian, Capablanca Variation",77
Anatoly Karpov,white,"Torre, Eugenio",1-0,Brussels blitz,Brussels,1987.??.??,1987,A43,Old Benoni Defense,73
Anatoly Karpov,white,"Timman, Jan H",0-1,Brussels blitz,Brussels,1987.??.??,1987,D79,"Grunfeld Defense, Exchange, 8.Be3",110
Anatoly Karpov,white,"Tal, Mihail",1-0,Brussels blitz,Brussels,1987.??.??,1987,D38,"QGD, Ragozin Variation",101
Anatoly Karpov,white,"Sosonko, Gennadi",1-0,Brussels blitz,Brussels,1987.??.??,1987,B78,"Sicilian Defense, Dragon, Yugoslav 13.h5",67
Anatoly Karpov,white,"Short, Nigel D",1-0,Brussels blitz,Brussels,1987.??.??,1987,E16,"Queen’s Indian, Capablanca Variation",81
Anatoly Karpov,white,"Ljubojevic, Ljubomir",1-0,Brussels blitz,Brussels,1987.??.??,1987,E66,"KID, Fianchetto, Yugoslav, 7...Nc6",101
Anatoly Karpov,black,"Larsen, Bent",1-0,Brussels blitz,Brussels,1987.??.??,1987,E15,"Queen’s Indian, Nimzowitsch Variation",85
Anatoly Karpov,white,"Kasparov, Gary",1/2-1/2,Brussels blitz,Brussels,1987.??.??,1987,E60,King’s Indian Defense,83
Anatoly Karpov,white,"Huebner, Robert",0-1,Brussels blitz,Brussels,1987.??.??,1987,D27,"Queen’s Gambit Accepted, Rubinstein",125
Anatoly Karpov,black,"Huebner, Robert",0-1,Brussels blitz,Brussels,1987.??.??,1987,A29,"English Opening, Four Knights Fianchetto",110
Anatoly Karpov,black,"Winants, Luc",1/2-1/2,Brussels,Brussels,1987.??.??,1987,E16,"Queen’s Indian, Capablanca Variation",123
Anatoly Karpov,black,"Torre, Eugenio",1/2-1/2,Brussels,Brussels,1987.??.??,1987,E18,"Queen’s Indian, Old Main Line",61
Anatoly Karpov,black,"Van der Wiel, John TH",0-1,Brussels blitz,Brussels,1987.??.??,1987,C69,"Ruy Lopez, Exchange Variation, Gligoric",117
Anatoly Karpov,white,"Larsen, Bent",1-0,Brussels blitz,Brussels,1987.??.??,1987,B64,"Sicilian Defense, Richter–Rauzer, Classical",77
Anatoly Karpov,white,"Kortschnoj, Viktor",0-1,Brussels blitz,Brussels,1987.??.??,1987,E15,"Queen’s Indian, Nimzowitsch Variation",130
Anatoly Karpov,black,"Kortschnoj, Viktor",1-0,Brussels blitz,Brussels,1987.??.??,1987,E18,"Queen’s Indian, Old Main Line",113
Anatoly Karpov,white,"Van der Wiel, John TH",1/2-1/2,Brussels,Brussels,1987.??.??,1987,E99,"KID, Classical, Mar del Plata Main Line",122
Anatoly Karpov,black,"Short, Nigel D",1-0,Brussels blitz,Brussels,1987.??.??,1987,B10,Caro-Kann Defense,91
Anatoly Karpov,black,"Meulders, Richard",0-1,Brussels,Brussels,1987.??.??,1987,E41,"Nimzo-Indian, 4...c5",124
Anatoly Karpov,black,"Torre, Eugenio",1/2-1/2,Brussels blitz,Brussels,1987.??.??,1987,E11,"Queen’s Indian, 4.g3",91
Anatoly Karpov,black,"Timman, Jan H",0-1,Brussels blitz,Brussels,1987.??.??,1987,E15,"Queen’s Indian, Nimzowitsch Variation",76
Anatoly Karpov,black,"Tal, Mihail",1-0,Brussels blitz,Brussels,1987.??.??,1987,B10,Caro-Kann Defense,59
Anatoly Karpov,black,"Sosonko, Gennadi",1/2-1/2,Brussels blitz,Brussels,1987.??.??,1987,E11,"Queen’s Indian, 4.g3",103
Anatoly Karpov,black,"Kortschnoj, Viktor",0-1,Brussels,Brussels,1987.??.??,1987,D26,"Queen’s Gambit Accepted, 6.Qc2",94
Anatoly Karpov,white,"Kasparov, Gary",1/2-1/2,Brussels,Brussels,1987.??.??,1987,A31,"English Opening, Symmetrical",105
Anatoly Karpov,white,"Larsen, Bent",1/2-1/2,Brussels,Brussels,1987.??.??,1987,B39,"Sicilian Defense, Accelerated Dragon",94
Anatoly Karpov,white,"Short, Nigel D",1-0,Brussels,Brussels,1987.??.??,1987,D55,"QGD, Tartakower Defense",87
Anatoly Karpov,white,"Tal, Mihail",1/2-1/2,Brussels,Brussels,1987.??.??,1987,E06,"Catalan, Closed, Botvinnik Variation",120
Anatoly Karpov,white,"Timman, Jan H",1/2-1/2,Brussels,Brussels,1987.??.??,1987,E15,"Queen’s Indian, Nimzowitsch Variation",134
Anatoly Karpov,black,"Sokolov, Andrei",1/2-1/2,Linares cf,Linares,1987.??.??,1987,D41,"QGD, Semi-Tarrasch, 5.e3",70
Anatoly Karpov,white,"Sokolov, Andrei",1-0,Linares cf,Linares,1987.??.??,1987,E15,"Queen’s Indian, Nimzowitsch Variation",121
Anatoly Karpov,black,"Sokolov, Andrei",1/2-1/2,Linares cf,Linares,1987.??.??,1987,B17,"Caro-Kann Defense, Steinitz Variation",40
Anatoly Karpov,white,"Sokolov, Andrei",1/2-1/2,Linares cf,Linares,1987.??.??,1987,E15,"Queen’s Indian, Nimzowitsch Variation",83
Anatoly Karpov,black,"Sokolov, Andrei",1/2-1/2,Linares cf,Linares,1987.??.??,1987,B17,"Caro-Kann Defense, Steinitz Variation",75
Anatoly Karpov,white,"Sokolov, Andrei",1-0,Linares cf,Linares,1987.??.??,1987,E15,"Queen’s Indian, Nimzowitsch Variation",178
Anatoly Karpov,black,"Sokolov, Andrei",1/2-1/2,Linares cf,Linares,1987.??.??,1987,B17,"Caro-Kann Defense, Steinitz Variation",82
Anatoly Karpov,white,"Sokolov, Andrei",1/2-1/2,Linares cf,Linares,1987.??.??,1987,E15,"Queen’s Indian, Nimzowitsch Variation",82
Anatoly Karpov,black,"Sokolov, Andrei",1/2-1/2,Linares cf,Linares,1987.??.??,1987,B12,"Caro-Kann Defense, Advance Variation",149
Anatoly Karpov,white,"Sokolov, Andrei",1-0,Linares cf,Linares,1987.??.??,1987,E15,"Queen’s Indian, Nimzowitsch Variation",125
Anatoly Karpov,black,"Sokolov, Andrei",0-1,Linares cf,Linares,1987.??.??,1987,B10,Caro-Kann Defense,50
Anatoly Karpov,white,"Kasparov, Gary",1/2-1/2,World Championship 34th-KK4,Sevilla,1987.??.??,1987,D79,"Grunfeld Defense, Exchange, 8.Be3",59
Anatoly Karpov,black,"Kasparov, Gary",0-1,World Championship 34th-KK4,Sevilla,1987.??.??,1987,A29,"English Opening, Four Knights Fianchetto",64
Anatoly Karpov,white,"Kasparov, Gary",1/2-1/2,World Championship 34th-KK4,Sevilla,1987.??.??,1987,D79,"Grunfeld Defense, Exchange, 8.Be3",58
Anatoly Karpov,black,"Kasparov, Gary",1-0,World Championship 34th-KK4,Sevilla,1987.??.??,1987,A29,"English Opening, Four Knights Fianchetto",81
Anatoly Karpov,white,"Kasparov, Gary",1-0,World Championship 34th-KK4,Sevilla,1987.??.??,1987,D87,"Grunfeld Defense, Exchange, Spassky Variation",75
Anatoly Karpov,black,"Kasparov, Gary",1/2-1/2,World Championship 34th-KK4,Sevilla,1987.??.??,1987,A25,"English Opening, Sicilian Reversed",55
Anatoly Karpov,white,"Kasparov, Gary",1/2-1/2,World Championship 34th-KK4,Sevilla,1987.??.??,1987,D87,"Grunfeld Defense, Exchange, Spassky Variation",158
Anatoly Karpov,black,"Kasparov, Gary",1-0,World Championship 34th-KK4,Sevilla,1987.??.??,1987,A21,English Opening,99
Anatoly Karpov,white,"Kasparov, Gary",1/2-1/2,World Championship 34th-KK4,Sevilla,1987.??.??,1987,D88,"Grunfeld Defense, Sämisch",140
Anatoly Karpov,black,"Kasparov, Gary",1/2-1/2,World Championship 34th-KK4,Sevilla,1987.??.??,1987,B17,"Caro-Kann Defense, Steinitz Variation",39
Anatoly Karpov,white,"Kasparov, Gary",0-1,World Championship 34th-KK4,Sevilla,1987.??.??,1987,D87,"Grunfeld Defense, Exchange, Spassky Variation",100
Anatoly Karpov,black,"Kasparov, Gary",1/2-1/2,World Championship 34th-KK4,Sevilla,1987.??.??,1987,D31,"Queen’s Gambit Declined, Semi-Slav Attempt",41
Anatoly Karpov,white,"Kasparov, Gary",1/2-1/2,World Championship 34th-KK4,Sevilla,1987.??.??,1987,D85,"Grunfeld Defense, 7.Bc4",72
Anatoly Karpov,black,"Kasparov, Gary",1/2-1/2,World Championship 34th-KK4,Sevilla,1987.??.??,1987,B17,"Caro-Kann Defense, Steinitz Variation",41
Anatoly Karpov,white,"Kasparov, Gary",1/2-1/2,World Championship 34th-KK4,Sevilla,1987.??.??,1987,D97,"Grunfeld Defense, Russian, 7...Nc6",85
Anatoly Karpov,black,"Kasparov, Gary",0-1,World Championship 34th-KK4,Sevilla,1987.??.??,1987,A29,"English Opening, Four Knights Fianchetto",81
Anatoly Karpov,white,"Kasparov, Gary",1/2-1/2,World Championship 34th-KK4,Sevilla,1987.??.??,1987,E97,"KID, Classical, Orthodox",92
Anatoly Karpov,black,"Kasparov, Gary",1/2-1/2,World Championship 34th-KK4,Sevilla,1987.??.??,1987,D58,"QGD, Tartakower, Revision",80
Anatoly Karpov,white,"Kasparov, Gary",1/2-1/2,World Championship 34th-KK4,Sevilla,1987.??.??,1987,D58,"QGD, Tartakower, Revision",120
Anatoly Karpov,black,"Kasparov, Gary",1/2-1/2,World Championship 34th-KK4,Sevilla,1987.??.??,1987,D53,"QGD, Lasker Defense",74
Anatoly Karpov,white,"Kasparov, Gary",1/2-1/2,World Championship 34th-KK4,Sevilla,1987.??.??,1987,D97,"Grunfeld Defense, Russian, 7...Nc6",56
Anatoly Karpov,black,"Kasparov, Gary",1/2-1/2,World Championship 34th-KK4,Sevilla,1987.??.??,1987,D37,"QGD, Exchange, Classical",37
Anatoly Karpov,white,"Kasparov, Gary",1-0,World Championship 34th-KK4,Sevilla,1987.??.??,1987,A34,"English Opening, Symmetrical",114
Anatoly Karpov,black,"Kasparov, Gary",1-0,World Championship 34th-KK4,Sevilla,1987.??.??,1987,A14,English Opening,127
Anatoly Karpov,black,"Short, Nigel D",1/2-1/2,Euwe mem,Amsterdam,1988.??.??,1988,B17,"Caro-Kann Defense, Steinitz Variation",21
Anatoly Karpov,white,"Short, Nigel D",1-0,Euwe mem,Amsterdam,1988.??.??,1988,E15,"Queen’s Indian, Nimzowitsch Variation",75
Anatoly Karpov,black,"Timman, Jan H",1/2-1/2,Euwe mem,Amsterdam,1988.??.??,1988,C41,Philidor Defense,32
Anatoly Karpov,black,"Ljubojevic, Ljubomir",1-0,Euwe mem,Amsterdam,1988.??.??,1988,A05,Reti Opening,73
Anatoly Karpov,white,"Timman, Jan H",1-0,Euwe mem,Amsterdam,1988.??.??,1988,E60,King’s Indian Defense,145
Anatoly Karpov,white,"Ljubojevic, Ljubomir",1/2-1/2,Euwe mem,Amsterdam,1988.??.??,1988,D94,"Grunfeld Defense, Three Knights, 7.e4",158
Anatoly Karpov,black,"Timman, Jan H",1/2-1/2,Optiebeurs,Amsterdam,1988.??.??,1988,D58,"QGD, Tartakower, Revision",54
Anatoly Karpov,black,"Van der Wiel, John TH",0-1,Optiebeurs,Amsterdam,1988.??.??,1988,B17,"Caro-Kann Defense, Steinitz Variation",80
Anatoly Karpov,white,"Kasparov, Gary",1/2-1/2,Optiebeurs,Amsterdam,1988.??.??,1988,D76,"Grunfeld Defense, Exchange Variation",74
Anatoly Karpov,white,"Van der Wiel, John TH",1-0,Optiebeurs,Amsterdam,1988.??.??,1988,E18,"Queen’s Indian, Old Main Line",77
Anatoly Karpov,white,"Timman, Jan H",1/2-1/2,Optiebeurs,Amsterdam,1988.??.??,1988,B08,"Pirc Defense, Classical",46
Anatoly Karpov,black,"Kasparov, Gary",1-0,Optiebeurs,Amsterdam,1988.??.??,1988,B17,"Caro-Kann Defense, Steinitz Variation",77
Anatoly Karpov,white,"Kasparov, Gary",1/2-1/2,Optiebeurs,Amsterdam,1988.??.??,1988,D87,"Grunfeld Defense, Exchange, Spassky Variation",115
Anatoly Karpov,black,"Van der Wiel, John TH",1/2-1/2,Optiebeurs,Amsterdam,1988.??.??,1988,B17,"Caro-Kann Defense, Steinitz Variation",81
Anatoly Karpov,black,"Timman, Jan H",1/2-1/2,Optiebeurs,Amsterdam,1988.??.??,1988,B17,"Caro-Kann Defense, Steinitz Variation",83
Anatoly Karpov,white,"Van der Wiel, John TH",1-0,Optiebeurs,Amsterdam,1988.??.??,1988,E62,"KID, Fianchetto",122
Anatoly Karpov,white,"Timman, Jan H",1/2-1/2,Optiebeurs,Amsterdam,1988.??.??,1988,D20,Queen’s Gambit Accepted,86
Anatoly Karpov,black,"Kasparov, Gary",1-0,Optiebeurs,Amsterdam,1988.??.??,1988,B17,"Caro-Kann Defense, Steinitz Variation",123
Anatoly Karpov,black,"Jussupow, Artur",1/2-1/2,World Cup,Belfort,1988.??.??,1988,E04,"Catalan, Open",47
Anatoly Karpov,white,"Short, Nigel D",1/2-1/2,World Cup,Belfort,1988.??.??,1988,D58,"QGD, Tartakower, Revision",93
Anatoly Karpov,white,"Ljubojevic, Ljubomir",1/2-1/2,World Cup,Belfort,1988.??.??,1988,E34,"Nimzo-Indian, Classical, Rubinstein",90
Anatoly Karpov,white,"Kasparov, Gary",1-0,World Cup,Belfort,1988.??.??,1988,D87,"Grunfeld Defense, Exchange, Spassky Variation",75
Anatoly Karpov,white,"Hjartarson, Johann",1-0,World Cup,Belfort,1988.??.??,1988,E05,"Catalan, Open, Classical",105
Anatoly Karpov,white,"Ehlvest, Jaan",1-0,World Cup,Belfort,1988.??.??,1988,D24,"Queen’s Gambit Accepted, Classical",95
Anatoly Karpov,white,"Beliavsky, Alexander G",1-0,World Cup,Belfort,1988.??.??,1988,D36,"QGD, Exchange, Positional Line",119
Anatoly Karpov,white,"Andersson, Ulf",1/2-1/2,World Cup,Belfort,1988.??.??,1988,E11,"Queen’s Indian, 4.g3",154
Anatoly Karpov,black,"Huebner, Robert",1/2-1/2,World Cup,Belfort,1988.??.??,1988,B17,"Caro-Kann Defense, Steinitz Variation",163
Anatoly Karpov,black,"Ribli, Zoltan",1/2-1/2,World Cup,Belfort,1988.??.??,1988,E19,"Queen’s Indian, Classical Variation",38
Anatoly Karpov,black,"Sokolov, Andrei",1-0,World Cup,Belfort,1988.??.??,1988,B17,"Caro-Kann Defense, Steinitz Variation",149
Anatoly Karpov,black,"Spassky, Boris V",0-1,World Cup,Belfort,1988.??.??,1988,B17,"Caro-Kann Defense, Steinitz Variation",44
Anatoly Karpov,black,"Speelman, Jonathan S",1/2-1/2,World Cup,Belfort,1988.??.??,1988,C95,"Ruy Lopez, Closed, Breyer",41
Anatoly Karpov,black,"Nogueiras, Jesus",0-1,World Cup,Belfort,1988.??.??,1988,D26,"Queen’s Gambit Accepted, 6.Qc2",86
Anatoly Karpov,black,"Timman, Jan H",0-1,World Cup,Belfort,1988.??.??,1988,B12,"Caro-Kann Defense, Advance Variation",148
Anatoly Karpov,white,"Nogueiras, Jesus",1-0,World Cup,Brussels,1988.??.??,1988,C18,"French Defense, Winawer",103
Anatoly Karpov,white,"Andersson, Ulf",1/2-1/2,World Cup,Brussels,1988.??.??,1988,E11,"Queen’s Indian, 4.g3",123
Anatoly Karpov,white,"Kortschnoj, Viktor",1-0,World Cup,Brussels,1988.??.??,1988,A33,"English Opening, Symmetrical",119
Anatoly Karpov,white,"Portisch, Lajos",1/2-1/2,World Cup,Brussels,1988.??.??,1988,D58,"QGD, Tartakower, Revision",112
Anatoly Karpov,white,"Sokolov, Andrei",1-0,World Cup,Brussels,1988.??.??,1988,E06,"Catalan, Closed, Botvinnik Variation",101
Anatoly Karpov,black,"Beliavsky, Alexander G",1-0,World Cup,Brussels,1988.??.??,1988,E05,"Catalan, Open, Classical",119
Anatoly Karpov,white,"Timman, Jan H",1-0,World Cup,Brussels,1988.??.??,1988,D20,Queen’s Gambit Accepted,81
Anatoly Karpov,black,"Ljubojevic, Ljubomir",0-1,World Cup,Brussels,1988.??.??,1988,B10,Caro-Kann Defense,106
Anatoly Karpov,black,"Nikolic, Predrag",1/2-1/2,World Cup,Brussels,1988.??.??,1988,E04,"Catalan, Open",82
Anatoly Karpov,black,"Nunn, John DM",1/2-1/2,World Cup,Brussels,1988.??.??,1988,B17,"Caro-Kann Defense, Steinitz Variation",23
Anatoly Karpov,black,"Winants, Luc",0-1,World Cup,Brussels,1988.??.??,1988,E15,"Queen’s Indian, Nimzowitsch Variation",85
Anatoly Karpov,black,"Tal, Mihail",1/2-1/2,World Cup,Brussels,1988.??.??,1988,C85,"Ruy Lopez, Exchange Variation",28
Anatoly Karpov,black,"Salov, Valery",1/2-1/2,World Cup,Brussels,1988.??.??,1988,E15,"Queen’s Indian, Nimzowitsch Variation",59
Anatoly Karpov,white,"Speelman, Jonathan S",1-0,World Cup,Brussels,1988.??.??,1988,D20,Queen’s Gambit Accepted,81
Anatoly Karpov,black,"Seirawan, Yasser",1/2-1/2,World Cup,Brussels,1988.??.??,1988,D58,"QGD, Tartakower, Revision",76
Anatoly Karpov,black,"Sax, Gyula",1/2-1/2,World Cup,Brussels,1988.??.??,1988,B18,"Caro-Kann Defense, Classical",21
Anatoly Karpov,white,"Gavrikov, Viktor",1-0,Mazatlan rapid,Mazatlan,1988.??.??,1988,D15,"Slav Defense, Schlechter Variation",83
Anatoly Karpov,white,"Ehlvest, Jaan",1-0,Mazatlan rapid,Mazatlan,1988.??.??,1988,E94,"KID, Classical, 7...Na6",53
Anatoly Karpov,white,"Ehlvest, Jaan",1/2-1/2,Mazatlan rapid,Mazatlan,1988.??.??,1988,E94,"KID, Classical, 7...Na6",63
Anatoly Karpov,black,"Gavrikov, Viktor",1-0,Mazatlan rapid,Mazatlan,1988.??.??,1988,B17,"Caro-Kann Defense, Steinitz Variation",74
Anatoly Karpov,black,"Gavrikov, Viktor",1/2-1/2,Mazatlan rapid,Mazatlan,1988.??.??,1988,D58,"QGD, Tartakower, Revision",48
Anatoly Karpov,black,"Gavrikov, Viktor",1/2-1/2,Mazatlan rapid,Mazatlan,1988.??.??,1988,C54,Giuoco Piano,55
Anatoly Karpov,black,"Ehlvest, Jaan",0-1,Mazatlan rapid,Mazatlan,1988.??.??,1988,D54,"QGD, Anti-Tartakower",44
Anatoly Karpov,black,"Dzindzichashvili, Roman",0-1,Mazatlan rapid,Mazatlan,1988.??.??,1988,B13,"Caro-Kann Defense, Exchange Variation",70
Anatoly Karpov,black,"Dzindzichashvili, Roman",1/2-1/2,Mazatlan rapid,Mazatlan,1988.??.??,1988,C54,Giuoco Piano,67
Anatoly Karpov,white,"Gavrikov, Viktor",1/2-1/2,Mazatlan rapid,Mazatlan,1988.??.??,1988,E11,"Queen’s Indian, 4.g3",70
Anatoly Karpov,white,"Gavrikov, Viktor",1/2-1/2,Mazatlan rapid,Mazatlan,1988.??.??,1988,A30,"English Opening, Symmetrical",52
Anatoly Karpov,white,"Gavrikov, Viktor",1-0,Mazatlan rapid,Mazatlan,1988.??.??,1988,D86,"Grunfeld Defense, Exchange, Simagin Variation",93
Anatoly Karpov,white,"Gavrikov, Viktor",0-1,Mazatlan rapid,Mazatlan,1988.??.??,1988,A61,"Benoni Defense, Modern",71
Anatoly Karpov,black,"Gavrikov, Viktor",1/2-1/2,Mazatlan rapid,Mazatlan,1988.??.??,1988,D27,"Queen’s Gambit Accepted, Rubinstein",66
Anatoly Karpov,white,"Dzindzichashvili, Roman",1/2-1/2,Mazatlan rapid,Mazatlan,1988.??.??,1988,E18,"Queen’s Indian, Old Main Line",34
Anatoly Karpov,white,"Dzindzichashvili, Roman",1/2-1/2,Mazatlan rapid,Mazatlan,1988.??.??,1988,E62,"KID, Fianchetto",77
Anatoly Karpov,black,"Gavrikov, Viktor",1/2-1/2,Mazatlan rapid,Mazatlan,1988.??.??,1988,C85,"Ruy Lopez, Exchange Variation",70
Anatoly Karpov,white,"Vaganian, Rafael A",1/2-1/2,URS-ch55,Moscow,1988.??.??,1988,D35,"Queen’s Gambit Declined, Exchange Variation",75
Anatoly Karpov,white,"Smirin, Ilia",1-0,URS-ch55,Moscow,1988.??.??,1988,A30,"English Opening, Symmetrical",91
Anatoly Karpov,white,"Salov, Valery",1/2-1/2,URS-ch55,Moscow,1988.??.??,1988,E18,"Queen’s Indian, Old Main Line",101
Anatoly Karpov,white,"Malaniuk, Vladimir P",1-0,URS-ch55,Moscow,1988.??.??,1988,A88,"Dutch Defense, Classical",69
Anatoly Karpov,white,"Kharitonov, Andrei Y",1-0,URS-ch55,Moscow,1988.??.??,1988,D36,"QGD, Exchange, Positional Line",83
Anatoly Karpov,white,"Kasparov, Gary",1/2-1/2,URS-ch55,Moscow,1988.??.??,1988,E32,"Nimzo-Indian, Classical Variation, 4.Qc2",59
Anatoly Karpov,white,"Jussupow, Artur",1-0,URS-ch55,Moscow,1988.??.??,1988,D36,"QGD, Exchange, Positional Line",86
Anatoly Karpov,black,"Khalifman, Alexander",1/2-1/2,URS-ch55,Moscow,1988.??.??,1988,E05,"Catalan, Open, Classical",51
Anatoly Karpov,white,"Gurevich, Mikhail",1-0,URS-ch55,Moscow,1988.??.??,1988,E15,"Queen’s Indian, Nimzowitsch Variation",119
Anatoly Karpov,white,"Gavrikov, Viktor",1-0,URS-ch55,Moscow,1988.??.??,1988,E15,"Queen’s Indian, Nimzowitsch Variation",79
Anatoly Karpov,black,"Ivanchuk, Vassily",1/2-1/2,URS-ch55,Moscow,1988.??.??,1988,D42,"QGD, Semi-Tarrasch, 5.cxd5",26
Anatoly Karpov,black,"Smyslov, Vassily",1/2-1/2,URS-ch55,Moscow,1988.??.??,1988,C92,"Ruy Lopez, Closed, 8.d4",28
Anatoly Karpov,black,"Sokolov, Andrei",1/2-1/2,URS-ch55,Moscow,1988.??.??,1988,B17,"Caro-Kann Defense, Steinitz Variation",31
Anatoly Karpov,black,"Eingorn, Vereslav S",1/2-1/2,URS-ch55,Moscow,1988.??.??,1988,D36,"QGD, Exchange, Positional Line",67
Anatoly Karpov,black,"Ehlvest, Jaan",1/2-1/2,URS-ch55,Moscow,1988.??.??,1988,C92,"Ruy Lopez, Closed, 8.d4",75
